Source;Target;Weight
9;3531;0.1631512196835108
3531;9;0.1631512196835108
9;3704;0.1810425967800402
3704;9;0.1810425967800402
9;3716;0.15186115333086322
3716;9;0.15186115333086322
9;3805;0.15256487060115928
3805;9;0.15256487060115928
9;3823;0.1965616322328226
3823;9;0.1965616322328226
9;3848;0.18790182470910757
3848;9;0.18790182470910757
9;3859;0.2313782131597592
3859;9;0.2313782131597592
9;3892;0.16005307325482135
3892;9;0.16005307325482135
9;3954;0.16207652439312228
3954;9;0.16207652439312228
9;3996;0.1572932473495469
3996;9;0.1572932473495469
9;4117;0.2037950470905062
4117;9;0.2037950470905062
9;4329;0.15256487060115928
4329;9;0.15256487060115928
9;4355;0.2313782131597592
4355;9;0.2313782131597592
9;4376;0.15117821092177644
4376;9;0.15117821092177644
9;4406;0.3010299956639812
4406;9;0.3010299956639812
9;4630;0.25
4630;9;0.25
9;4637;0.25
4637;9;0.25
9;4836;0.15186115333086322
4836;9;0.15186115333086322
9;4911;0.1810425967800402
4911;9;0.1810425967800402
9;4933;0.16207652439312228
4933;9;0.16207652439312228
9;5012;1.0
5012;9;1.0
9;5263;0.1854490234153689
5263;9;0.1854490234153689
9;5268;0.15256487060115928
5268;9;0.15256487060115928
9;5270;0.16666666666666666
5270;9;0.16666666666666666
9;5325;0.1572932473495469
5325;9;0.1572932473495469
9;5453;0.1505149978319906
5453;9;0.1505149978319906
9;5521;0.15561139140249397
5521;9;0.15561139140249397
9;5537;0.1810425967800402
5537;9;0.1810425967800402
9;5598;0.15817959093978226
5598;9;0.15817959093978226
9;5630;0.16929380759878143
5630;9;0.16929380759878143
9;5639;0.16207652439312228
5639;9;0.16207652439312228
9;5691;0.19342640361727081
5691;9;0.19342640361727081
9;5809;0.15186115333086322
5809;9;0.15186115333086322
9;5850;0.2
5850;9;0.2
9;5852;0.3333333333333333
5852;9;0.3333333333333333
9;5868;0.15817959093978226
5868;9;0.15817959093978226
9;5905;0.15329048865267808
5905;9;0.15329048865267808
9;5914;0.15329048865267808
5914;9;0.15329048865267808
9;5919;0.1631512196835108
5919;9;0.1631512196835108
9;6214;0.15186115333086322
6214;9;0.15186115333086322
9;6256;0.17219543379409813
6256;9;0.17219543379409813
9;6271;0.16666666666666666
6271;9;0.16666666666666666
9;6367;0.15117821092177644
6367;9;0.15117821092177644
9;6377;0.15817959093978226
6377;9;0.15817959093978226
9;6424;0.1572932473495469
6424;9;0.1572932473495469
9;6439;0.18790182470910757
6439;9;0.18790182470910757
9;6467;0.3333333333333333
6467;9;0.3333333333333333
9;6535;0.25
6535;9;0.25
9;6594;0.1854490234153689
6594;9;0.1854490234153689
9;6739;0.16207652439312228
6739;9;0.16207652439312228
9;6905;0.17718382013555792
6905;9;0.17718382013555792
9;6951;0.17718382013555792
6951;9;0.17718382013555792
9;6961;0.15329048865267808
6961;9;0.15329048865267808
9;7002;0.23981246656813146
7002;9;0.23981246656813146
9;7013;0.15403922195426356
7013;9;0.15403922195426356
9;7109;0.18790182470910757
7109;9;0.18790182470910757
9;7332;0.1631512196835108
7332;9;0.1631512196835108
9;7405;0.16544255391905832
7405;9;0.16544255391905832
9;7417;0.38685280723454163
7417;9;0.38685280723454163
9;7892;0.1631512196835108
7892;9;0.1631512196835108
10;11;0.2313782131597592
11;10;0.2313782131597592
10;12;0.1548123827357682
12;10;0.1548123827357682
10;13;0.2
13;10;0.2
10;20;0.15117821092177644
20;10;0.15117821092177644
10;21;0.15403922195426356
21;10;0.15403922195426356
10;23;0.16207652439312228
23;10;0.16207652439312228
10;26;0.1754250635819545
26;10;0.1754250635819545
10;31;0.16427204996205025
31;10;0.16427204996205025
10;33;0.21274605355336312
33;10;0.21274605355336312
10;34;0.15561139140249397
34;10;0.15561139140249397
10;40;0.15403922195426356
40;10;0.15403922195426356
10;47;0.2
47;10;0.2
10;50;0.2037950470905062
50;10;0.2037950470905062
10;63;0.16929380759878143
63;10;0.16929380759878143
10;65;0.15561139140249397
65;10;0.15561139140249397
10;67;0.15561139140249397
67;10;0.15561139140249397
10;72;0.1810425967800402
72;10;0.1810425967800402
10;88;0.2313782131597592
88;10;0.2313782131597592
10;92;0.16666666666666666
92;10;0.16666666666666666
10;98;0.3010299956639812
98;10;0.3010299956639812
10;101;0.17718382013555792
101;10;0.17718382013555792
10;114;0.17718382013555792
114;10;0.17718382013555792
10;140;0.20801459767650948
140;10;0.20801459767650948
10;156;0.38685280723454163
156;10;0.38685280723454163
10;173;0.1810425967800402
173;10;0.1810425967800402
10;175;0.16427204996205025
175;10;0.16427204996205025
10;226;0.1905514124267734
226;10;0.1905514124267734
10;243;0.20801459767650948
243;10;0.20801459767650948
10;264;0.15817959093978226
264;10;0.15817959093978226
10;270;0.17219543379409813
270;10;0.17219543379409813
10;277;0.22424382421757544
277;10;0.22424382421757544
10;298;0.16005307325482135
298;10;0.16005307325482135
10;336;0.18790182470910757
336;10;0.18790182470910757
10;365;0.19342640361727081
365;10;0.19342640361727081
10;387;0.16207652439312228
387;10;0.16207652439312228
10;393;0.5
393;10;0.5
10;394;0.21810429198553155
394;10;0.21810429198553155
10;399;1.0
399;10;1.0
10;427;0.15117821092177644
427;10;0.15117821092177644
10;445;0.17905223175104137
445;10;0.17905223175104137
10;482;0.18790182470910757
482;10;0.18790182470910757
10;487;0.38685280723454163
487;10;0.38685280723454163
10;515;0.15403922195426356
515;10;0.15403922195426356
10;524;0.2
524;10;0.2
10;620;0.17718382013555792
620;10;0.17718382013555792
10;635;0.1572932473495469
635;10;0.1572932473495469
10;636;0.20801459767650948
636;10;0.20801459767650948
10;637;0.17070727966372012
637;10;0.17070727966372012
10;677;0.2037950470905062
677;10;0.2037950470905062
10;684;0.1810425967800402
684;10;0.1810425967800402
10;788;1.0
788;10;1.0
10;854;0.1548123827357682
854;10;0.1548123827357682
10;881;0.5
881;10;0.5
10;885;0.16929380759878143
885;10;0.16929380759878143
10;887;0.16207652439312228
887;10;0.16207652439312228
10;918;0.17219543379409813
918;10;0.17219543379409813
10;924;0.1854490234153689
924;10;0.1854490234153689
10;1057;0.18790182470910757
1057;10;0.18790182470910757
10;1092;1.0
1092;10;1.0
10;1093;0.25
1093;10;0.25
10;1096;0.2037950470905062
1096;10;0.2037950470905062
10;1117;0.38685280723454163
1117;10;0.38685280723454163
10;1151;0.17718382013555792
1151;10;0.17718382013555792
10;1210;0.17219543379409813
1210;10;0.17219543379409813
10;1217;0.1548123827357682
1217;10;0.1548123827357682
10;1229;0.17718382013555792
1229;10;0.17718382013555792
10;1240;0.16794877895704194
1240;10;0.16794877895704194
10;1260;0.1854490234153689
1260;10;0.1854490234153689
10;1282;0.27894294565112987
1282;10;0.27894294565112987
10;1296;0.15561139140249397
1296;10;0.15561139140249397
10;1306;0.16544255391905832
1306;10;0.16544255391905832
10;1348;0.15256487060115928
1348;10;0.15256487060115928
10;1378;0.19342640361727081
1378;10;0.19342640361727081
10;1382;0.1854490234153689
1382;10;0.1854490234153689
10;1457;0.16794877895704194
1457;10;0.16794877895704194
10;1515;0.27894294565112987
1515;10;0.27894294565112987
10;1577;0.22424382421757544
1577;10;0.22424382421757544
10;1643;0.21274605355336312
1643;10;0.21274605355336312
10;1696;0.5
1696;10;0.5
10;1812;0.1631512196835108
1812;10;0.1631512196835108
10;1827;0.26264953503719357
1827;10;0.26264953503719357
10;1884;0.25
1884;10;0.25
10;2049;0.16207652439312228
2049;10;0.16207652439312228
10;2102;0.19342640361727081
2102;10;0.19342640361727081
10;2118;0.15256487060115928
2118;10;0.15256487060115928
10;2123;0.1965616322328226
2123;10;0.1965616322328226
10;2148;0.1572932473495469
2148;10;0.1572932473495469
10;2226;0.16207652439312228
2226;10;0.16207652439312228
10;2257;0.1965616322328226
2257;10;0.1965616322328226
10;2404;0.1548123827357682
2404;10;0.1548123827357682
10;2438;0.1810425967800402
2438;10;0.1810425967800402
10;2448;0.15561139140249397
2448;10;0.15561139140249397
10;2453;0.15256487060115928
2453;10;0.15256487060115928
10;2469;0.16794877895704194
2469;10;0.16794877895704194
10;2541;0.19342640361727081
2541;10;0.19342640361727081
10;2578;0.3333333333333333
2578;10;0.3333333333333333
10;2588;0.1965616322328226
2588;10;0.1965616322328226
10;2666;0.17905223175104137
2666;10;0.17905223175104137
10;2705;1.0
2705;10;1.0
10;2709;0.15817959093978226
2709;10;0.15817959093978226
10;2858;0.15117821092177644
2858;10;0.15117821092177644
10;2891;0.16794877895704194
2891;10;0.16794877895704194
10;2931;0.16207652439312228
2931;10;0.16207652439312228
10;2943;0.21810429198553155
2943;10;0.21810429198553155
10;2966;0.15561139140249397
2966;10;0.15561139140249397
10;3092;0.25
3092;10;0.25
10;3114;0.1572932473495469
3114;10;0.1572932473495469
10;3134;0.1548123827357682
3134;10;0.1548123827357682
10;3250;0.26264953503719357
3250;10;0.26264953503719357
10;3602;0.2313782131597592
3602;10;0.2313782131597592
10;3622;0.17219543379409813
3622;10;0.17219543379409813
10;3831;0.16929380759878143
3831;10;0.16929380759878143
10;3921;0.27894294565112987
3921;10;0.27894294565112987
10;3940;0.3010299956639812
3940;10;0.3010299956639812
10;3985;0.15643778834207153
3985;10;0.15643778834207153
10;4006;0.17718382013555792
4006;10;0.17718382013555792
10;4057;0.1631512196835108
4057;10;0.1631512196835108
10;4103;0.21274605355336312
4103;10;0.21274605355336312
10;4106;0.15561139140249397
4106;10;0.15561139140249397
10;4232;0.23981246656813146
4232;10;0.23981246656813146
10;4237;0.1810425967800402
4237;10;0.1810425967800402
10;4284;0.16207652439312228
4284;10;0.16207652439312228
10;4313;0.1548123827357682
4313;10;0.1548123827357682
10;4361;0.1631512196835108
4361;10;0.1631512196835108
10;4483;0.3010299956639812
4483;10;0.3010299956639812
10;4570;0.15186115333086322
4570;10;0.15186115333086322
10;4755;0.15117821092177644
4755;10;0.15117821092177644
10;4762;0.17376534287144002
4762;10;0.17376534287144002
10;4967;0.1505149978319906
4967;10;0.1505149978319906
10;5007;0.27894294565112987
5007;10;0.27894294565112987
10;5133;0.15329048865267808
5133;10;0.15329048865267808
10;5135;0.15329048865267808
5135;10;0.15329048865267808
10;5142;0.1572932473495469
5142;10;0.1572932473495469
10;5153;0.17219543379409813
5153;10;0.17219543379409813
10;5183;0.19342640361727081
5183;10;0.19342640361727081
10;5192;0.15643778834207153
5192;10;0.15643778834207153
10;5218;0.1905514124267734
5218;10;0.1905514124267734
10;5351;0.27894294565112987
5351;10;0.27894294565112987
10;5418;0.15186115333086322
5418;10;0.15186115333086322
10;5483;0.15117821092177644
5483;10;0.15117821092177644
10;5487;0.15256487060115928
5487;10;0.15256487060115928
10;5581;0.20801459767650948
5581;10;0.20801459767650948
10;5609;0.15643778834207153
5609;10;0.15643778834207153
10;5674;0.15561139140249397
5674;10;0.15561139140249397
10;5785;0.16666666666666666
5785;10;0.16666666666666666
10;5951;0.1854490234153689
5951;10;0.1854490234153689
10;5953;0.19342640361727081
5953;10;0.19342640361727081
10;5993;0.15186115333086322
5993;10;0.15186115333086322
10;6102;0.1754250635819545
6102;10;0.1754250635819545
10;6154;0.17376534287144002
6154;10;0.17376534287144002
10;6222;0.15117821092177644
6222;10;0.15117821092177644
10;6234;0.2037950470905062
6234;10;0.2037950470905062
10;6331;0.21274605355336312
6331;10;0.21274605355336312
10;6565;0.17070727966372012
6565;10;0.17070727966372012
10;6678;0.17718382013555792
6678;10;0.17718382013555792
10;6858;0.18316925091363362
6858;10;0.18316925091363362
10;7085;0.1631512196835108
7085;10;0.1631512196835108
10;7283;0.25
7283;10;0.25
10;7324;0.3010299956639812
7324;10;0.3010299956639812
10;7408;0.2
7408;10;0.2
10;7425;0.19342640361727081
7425;10;0.19342640361727081
10;7431;0.25
7431;10;0.25
10;7436;0.21810429198553155
7436;10;0.21810429198553155
10;7486;0.17718382013555792
7486;10;0.17718382013555792
10;7501;0.16427204996205025
7501;10;0.16427204996205025
10;7521;0.15561139140249397
7521;10;0.15561139140249397
10;7563;0.15256487060115928
7563;10;0.15256487060115928
10;7613;0.3010299956639812
7613;10;0.3010299956639812
10;7689;0.1965616322328226
7689;10;0.1965616322328226
10;7774;0.15329048865267808
7774;10;0.15329048865267808
10;7832;0.16666666666666666
7832;10;0.16666666666666666
10;7882;0.1810425967800402
7882;10;0.1810425967800402
10;7912;0.17905223175104137
7912;10;0.17905223175104137
11;12;0.15403922195426356
12;11;0.15403922195426356
11;13;0.16427204996205025
13;11;0.16427204996205025
11;14;0.15403922195426356
14;11;0.15403922195426356
11;15;0.22424382421757544
15;11;0.22424382421757544
11;18;0.2313782131597592
18;11;0.2313782131597592
11;19;0.25
19;11;0.25
11;20;0.26264953503719357
20;11;0.26264953503719357
11;22;0.23981246656813146
22;11;0.23981246656813146
11;23;0.17070727966372012
23;11;0.17070727966372012
11;25;0.27894294565112987
25;11;0.27894294565112987
11;26;0.22424382421757544
26;11;0.22424382421757544
11;27;0.3010299956639812
27;11;0.3010299956639812
11;30;0.16929380759878143
30;11;0.16929380759878143
11;33;0.17905223175104137
33;11;0.17905223175104137
11;37;0.3010299956639812
37;11;0.3010299956639812
11;40;0.16794877895704194
40;11;0.16794877895704194
11;41;0.38685280723454163
41;11;0.38685280723454163
11;43;0.15403922195426356
43;11;0.15403922195426356
11;44;0.25
44;11;0.25
11;50;0.16005307325482135
50;11;0.16005307325482135
11;53;0.1548123827357682
53;11;0.1548123827357682
11;57;0.26264953503719357
57;11;0.26264953503719357
11;61;0.1754250635819545
61;11;0.1754250635819545
11;62;0.17070727966372012
62;11;0.17070727966372012
11;64;0.38685280723454163
64;11;0.38685280723454163
11;66;0.2
66;11;0.2
11;68;0.18316925091363362
68;11;0.18316925091363362
11;78;0.16104477175644444
78;11;0.16104477175644444
11;95;0.23981246656813146
95;11;0.23981246656813146
11;103;0.3010299956639812
103;11;0.3010299956639812
11;108;0.19342640361727081
108;11;0.19342640361727081
11;110;0.15403922195426356
110;11;0.15403922195426356
11;124;0.17718382013555792
124;11;0.17718382013555792
11;125;0.1965616322328226
125;11;0.1965616322328226
11;158;0.3333333333333333
158;11;0.3333333333333333
11;165;0.2037950470905062
165;11;0.2037950470905062
11;170;0.26264953503719357
170;11;0.26264953503719357
11;173;0.27894294565112987
173;11;0.27894294565112987
11;178;0.15329048865267808
178;11;0.15329048865267808
11;185;0.21274605355336312
185;11;0.21274605355336312
11;187;0.15256487060115928
187;11;0.15256487060115928
11;189;0.15643778834207153
189;11;0.15643778834207153
11;199;0.21274605355336312
199;11;0.21274605355336312
11;210;0.16427204996205025
210;11;0.16427204996205025
11;221;0.1965616322328226
221;11;0.1965616322328226
11;239;0.15643778834207153
239;11;0.15643778834207153
11;241;0.15403922195426356
241;11;0.15403922195426356
11;245;0.16794877895704194
245;11;0.16794877895704194
11;252;0.1754250635819545
252;11;0.1754250635819545
11;265;0.21810429198553155
265;11;0.21810429198553155
11;269;0.3333333333333333
269;11;0.3333333333333333
11;316;0.5
316;11;0.5
11;330;0.2313782131597592
330;11;0.2313782131597592
11;343;0.18790182470910757
343;11;0.18790182470910757
11;361;0.2037950470905062
361;11;0.2037950470905062
11;387;0.16666666666666666
387;11;0.16666666666666666
11;391;0.2313782131597592
391;11;0.2313782131597592
11;409;0.18316925091363362
409;11;0.18316925091363362
11;413;0.15817959093978226
413;11;0.15817959093978226
11;430;0.21810429198553155
430;11;0.21810429198553155
11;431;0.26264953503719357
431;11;0.26264953503719357
11;433;0.16666666666666666
433;11;0.16666666666666666
11;462;0.16666666666666666
462;11;0.16666666666666666
11;473;0.15643778834207153
473;11;0.15643778834207153
11;481;0.16544255391905832
481;11;0.16544255391905832
11;490;0.15117821092177644
490;11;0.15117821092177644
11;507;0.16794877895704194
507;11;0.16794877895704194
11;511;0.15117821092177644
511;11;0.15117821092177644
11;530;0.16929380759878143
530;11;0.16929380759878143
11;566;0.1631512196835108
566;11;0.1631512196835108
11;587;0.15817959093978226
587;11;0.15817959093978226
11;591;0.5
591;11;0.5
11;597;0.1965616322328226
597;11;0.1965616322328226
11;604;0.16929380759878143
604;11;0.16929380759878143
11;614;0.15186115333086322
614;11;0.15186115333086322
11;615;0.1548123827357682
615;11;0.1548123827357682
11;623;0.1548123827357682
623;11;0.1548123827357682
11;674;0.17219543379409813
674;11;0.17219543379409813
11;685;0.18316925091363362
685;11;0.18316925091363362
11;701;0.15817959093978226
701;11;0.15817959093978226
11;704;0.15186115333086322
704;11;0.15186115333086322
11;713;0.3010299956639812
713;11;0.3010299956639812
11;722;0.16544255391905832
722;11;0.16544255391905832
11;723;0.15643778834207153
723;11;0.15643778834207153
11;751;0.17905223175104137
751;11;0.17905223175104137
11;756;0.25
756;11;0.25
11;764;0.1548123827357682
764;11;0.1548123827357682
11;774;0.16794877895704194
774;11;0.16794877895704194
11;796;0.27894294565112987
796;11;0.27894294565112987
11;818;0.1548123827357682
818;11;0.1548123827357682
11;829;0.3333333333333333
829;11;0.3333333333333333
11;837;0.25
837;11;0.25
11;858;0.1810425967800402
858;11;0.1810425967800402
11;883;0.1810425967800402
883;11;0.1810425967800402
11;895;0.1965616322328226
895;11;0.1965616322328226
11;897;0.16104477175644444
897;11;0.16104477175644444
11;903;0.15329048865267808
903;11;0.15329048865267808
11;907;0.17905223175104137
907;11;0.17905223175104137
11;969;0.1631512196835108
969;11;0.1631512196835108
11;984;0.38685280723454163
984;11;0.38685280723454163
11;1004;0.1965616322328226
1004;11;0.1965616322328226
11;1006;0.16427204996205025
1006;11;0.16427204996205025
11;1062;0.21810429198553155
1062;11;0.21810429198553155
11;1068;0.23981246656813146
1068;11;0.23981246656813146
11;1069;0.3010299956639812
1069;11;0.3010299956639812
11;1078;0.15909880786929415
1078;11;0.15909880786929415
11;1081;0.26264953503719357
1081;11;0.26264953503719357
11;1092;0.1965616322328226
1092;11;0.1965616322328226
11;1104;0.26264953503719357
1104;11;0.26264953503719357
11;1151;0.16794877895704194
1151;11;0.16794877895704194
11;1157;0.1965616322328226
1157;11;0.1965616322328226
11;1162;0.17070727966372012
1162;11;0.17070727966372012
11;1166;0.1505149978319906
1166;11;0.1505149978319906
11;1216;0.25
1216;11;0.25
11;1222;0.16929380759878143
1222;11;0.16929380759878143
11;1244;0.15256487060115928
1244;11;0.15256487060115928
11;1254;0.1810425967800402
1254;11;0.1810425967800402
11;1263;0.16207652439312228
1263;11;0.16207652439312228
11;1309;0.3333333333333333
1309;11;0.3333333333333333
11;1312;0.17219543379409813
1312;11;0.17219543379409813
11;1369;0.15643778834207153
1369;11;0.15643778834207153
11;1431;0.3333333333333333
1431;11;0.3333333333333333
11;1444;0.1505149978319906
1444;11;0.1505149978319906
11;1473;0.23981246656813146
1473;11;0.23981246656813146
11;1477;0.2037950470905062
1477;11;0.2037950470905062
11;1487;0.15329048865267808
1487;11;0.15329048865267808
11;1515;0.38685280723454163
1515;11;0.38685280723454163
11;1541;0.16929380759878143
1541;11;0.16929380759878143
11;1568;0.1572932473495469
1568;11;0.1572932473495469
11;1575;0.1854490234153689
1575;11;0.1854490234153689
11;1590;0.3333333333333333
1590;11;0.3333333333333333
11;1624;0.15117821092177644
1624;11;0.15117821092177644
11;1626;0.16104477175644444
1626;11;0.16104477175644444
11;1643;0.25
1643;11;0.25
11;1656;0.1754250635819545
1656;11;0.1754250635819545
11;1691;0.23981246656813146
1691;11;0.23981246656813146
11;1703;0.15561139140249397
1703;11;0.15561139140249397
11;1721;0.1505149978319906
1721;11;0.1505149978319906
11;1744;0.15643778834207153
1744;11;0.15643778834207153
11;1774;0.20801459767650948
1774;11;0.20801459767650948
11;1776;0.2037950470905062
1776;11;0.2037950470905062
11;1809;1.0
1809;11;1.0
11;1889;0.5
1889;11;0.5
11;1912;0.16427204996205025
1912;11;0.16427204996205025
11;1917;0.16544255391905832
1917;11;0.16544255391905832
11;1969;0.3333333333333333
1969;11;0.3333333333333333
11;1989;0.16666666666666666
1989;11;0.16666666666666666
11;2019;0.15817959093978226
2019;11;0.15817959093978226
11;2045;0.16544255391905832
2045;11;0.16544255391905832
11;2047;0.15403922195426356
2047;11;0.15403922195426356
11;2055;0.15643778834207153
2055;11;0.15643778834207153
11;2104;1.0
2104;11;1.0
11;2118;0.17219543379409813
2118;11;0.17219543379409813
11;2178;0.21274605355336312
2178;11;0.21274605355336312
11;2184;0.27894294565112987
2184;11;0.27894294565112987
11;2201;0.18316925091363362
2201;11;0.18316925091363362
11;2228;0.17070727966372012
2228;11;0.17070727966372012
11;2298;0.3333333333333333
2298;11;0.3333333333333333
11;2299;0.25
2299;11;0.25
11;2313;0.1754250635819545
2313;11;0.1754250635819545
11;2335;0.2313782131597592
2335;11;0.2313782131597592
11;2382;0.18316925091363362
2382;11;0.18316925091363362
11;2400;0.21810429198553155
2400;11;0.21810429198553155
11;2442;0.2
2442;11;0.2
11;2543;0.1854490234153689
2543;11;0.1854490234153689
11;2564;0.15909880786929415
2564;11;0.15909880786929415
11;2587;0.22424382421757544
2587;11;0.22424382421757544
11;2641;0.15117821092177644
2641;11;0.15117821092177644
11;2649;0.16544255391905832
2649;11;0.16544255391905832
11;2746;0.18316925091363362
2746;11;0.18316925091363362
11;2762;0.15643778834207153
2762;11;0.15643778834207153
11;2792;0.1905514124267734
2792;11;0.1905514124267734
11;3057;0.1631512196835108
3057;11;0.1631512196835108
11;3091;0.1854490234153689
3091;11;0.1854490234153689
11;3103;0.1854490234153689
3103;11;0.1854490234153689
11;3112;0.17219543379409813
3112;11;0.17219543379409813
11;3143;0.17376534287144002
3143;11;0.17376534287144002
11;3175;0.1631512196835108
3175;11;0.1631512196835108
11;3207;0.16005307325482135
3207;11;0.16005307325482135
11;3212;0.25
3212;11;0.25
11;3227;0.15817959093978226
3227;11;0.15817959093978226
11;3246;0.1965616322328226
3246;11;0.1965616322328226
11;3264;1.0
3264;11;1.0
11;3291;0.17219543379409813
3291;11;0.17219543379409813
11;3333;0.15117821092177644
3333;11;0.15117821092177644
11;3342;0.16929380759878143
3342;11;0.16929380759878143
11;3345;0.2313782131597592
3345;11;0.2313782131597592
11;3383;0.15643778834207153
3383;11;0.15643778834207153
11;3462;0.15186115333086322
3462;11;0.15186115333086322
11;3482;0.16544255391905832
3482;11;0.16544255391905832
11;3500;0.1572932473495469
3500;11;0.1572932473495469
11;3529;0.18316925091363362
3529;11;0.18316925091363362
11;3558;0.18316925091363362
3558;11;0.18316925091363362
11;3624;0.15909880786929415
3624;11;0.15909880786929415
11;3641;0.1548123827357682
3641;11;0.1548123827357682
11;3662;0.17718382013555792
3662;11;0.17718382013555792
11;3685;0.15256487060115928
3685;11;0.15256487060115928
11;3759;0.15117821092177644
3759;11;0.15117821092177644
11;3954;0.1631512196835108
3954;11;0.1631512196835108
11;4010;0.16104477175644444
4010;11;0.16104477175644444
11;4109;0.1905514124267734
4109;11;0.1905514124267734
11;4152;0.15817959093978226
4152;11;0.15817959093978226
11;4153;0.17905223175104137
4153;11;0.17905223175104137
11;4185;0.16544255391905832
4185;11;0.16544255391905832
11;4204;0.38685280723454163
4204;11;0.38685280723454163
11;4269;0.1854490234153689
4269;11;0.1854490234153689
11;4532;1.0
4532;11;1.0
11;4580;0.3333333333333333
4580;11;0.3333333333333333
11;4630;0.20801459767650948
4630;11;0.20801459767650948
11;4634;0.15817959093978226
4634;11;0.15817959093978226
11;4704;0.1631512196835108
4704;11;0.1631512196835108
11;4792;0.1965616322328226
4792;11;0.1965616322328226
11;4806;0.15117821092177644
4806;11;0.15117821092177644
11;4822;0.16207652439312228
4822;11;0.16207652439312228
11;4875;0.5
4875;11;0.5
11;4897;0.1548123827357682
4897;11;0.1548123827357682
11;4899;0.23981246656813146
4899;11;0.23981246656813146
11;4923;0.1854490234153689
4923;11;0.1854490234153689
11;4931;0.2313782131597592
4931;11;0.2313782131597592
11;4932;0.16544255391905832
4932;11;0.16544255391905832
11;4957;0.1854490234153689
4957;11;0.1854490234153689
11;4999;0.1965616322328226
4999;11;0.1965616322328226
11;5133;0.16005307325482135
5133;11;0.16005307325482135
11;5164;0.2
5164;11;0.2
11;5218;0.3010299956639812
5218;11;0.3010299956639812
11;5220;0.21810429198553155
5220;11;0.21810429198553155
11;5262;0.25
5262;11;0.25
11;5312;1.0
5312;11;1.0
11;5322;0.2313782131597592
5322;11;0.2313782131597592
11;5362;0.1905514124267734
5362;11;0.1905514124267734
11;5384;0.1965616322328226
5384;11;0.1965616322328226
11;5385;0.17070727966372012
5385;11;0.17070727966372012
11;5448;0.1548123827357682
5448;11;0.1548123827357682
11;5454;0.15186115333086322
5454;11;0.15186115333086322
11;5491;0.1905514124267734
5491;11;0.1905514124267734
11;5525;0.15909880786929415
5525;11;0.15909880786929415
11;5740;0.23981246656813146
5740;11;0.23981246656813146
11;5762;0.15643778834207153
5762;11;0.15643778834207153
11;5764;0.17376534287144002
5764;11;0.17376534287144002
11;5832;0.17219543379409813
5832;11;0.17219543379409813
11;6009;0.16207652439312228
6009;11;0.16207652439312228
11;6029;0.16427204996205025
6029;11;0.16427204996205025
11;6045;0.15117821092177644
6045;11;0.15117821092177644
11;6110;0.16666666666666666
6110;11;0.16666666666666666
11;6152;0.15817959093978226
6152;11;0.15817959093978226
11;6209;0.17070727966372012
6209;11;0.17070727966372012
11;6228;1.0
6228;11;1.0
11;6260;0.1965616322328226
6260;11;0.1965616322328226
11;6355;0.2313782131597592
6355;11;0.2313782131597592
11;6414;0.18790182470910757
6414;11;0.18790182470910757
11;6478;0.26264953503719357
6478;11;0.26264953503719357
11;6547;1.0
6547;11;1.0
11;6572;0.16794877895704194
6572;11;0.16794877895704194
11;6604;1.0
6604;11;1.0
11;6636;0.3333333333333333
6636;11;0.3333333333333333
11;6782;0.17070727966372012
6782;11;0.17070727966372012
11;6813;0.3010299956639812
6813;11;0.3010299956639812
11;6834;0.16794877895704194
6834;11;0.16794877895704194
11;6841;0.16929380759878143
6841;11;0.16929380759878143
11;6898;0.1548123827357682
6898;11;0.1548123827357682
11;6952;0.17376534287144002
6952;11;0.17376534287144002
11;6958;0.1810425967800402
6958;11;0.1810425967800402
11;7070;0.15329048865267808
7070;11;0.15329048865267808
11;7073;0.16104477175644444
7073;11;0.16104477175644444
11;7121;0.17070727966372012
7121;11;0.17070727966372012
11;7152;0.15186115333086322
7152;11;0.15186115333086322
11;7218;0.27894294565112987
7218;11;0.27894294565112987
11;7224;0.16794877895704194
7224;11;0.16794877895704194
11;7369;0.25
7369;11;0.25
11;7399;0.17905223175104137
7399;11;0.17905223175104137
11;7426;0.17376534287144002
7426;11;0.17376534287144002
11;7484;0.16104477175644444
7484;11;0.16104477175644444
11;7485;0.15256487060115928
7485;11;0.15256487060115928
11;7529;0.17070727966372012
7529;11;0.17070727966372012
11;7532;0.17718382013555792
7532;11;0.17718382013555792
11;7558;0.1854490234153689
7558;11;0.1854490234153689
11;7657;0.1572932473495469
7657;11;0.1572932473495469
11;7678;0.16427204996205025
7678;11;0.16427204996205025
11;7705;0.15561139140249397
7705;11;0.15561139140249397
11;7723;0.23981246656813146
7723;11;0.23981246656813146
11;7760;0.2037950470905062
7760;11;0.2037950470905062
11;7795;0.15561139140249397
7795;11;0.15561139140249397
11;7812;0.1572932473495469
7812;11;0.1572932473495469
11;7882;0.22424382421757544
7882;11;0.22424382421757544
12;13;0.15329048865267808
13;12;0.15329048865267808
12;14;0.17718382013555792
14;12;0.17718382013555792
12;15;0.16005307325482135
15;12;0.16005307325482135
12;17;1.0
17;12;1.0
12;18;0.3333333333333333
18;12;0.3333333333333333
12;21;0.26264953503719357
21;12;0.26264953503719357
12;22;0.17219543379409813
22;12;0.17219543379409813
12;24;0.17718382013555792
24;12;0.17718382013555792
12;25;0.15561139140249397
25;12;0.15561139140249397
12;26;0.16666666666666666
26;12;0.16666666666666666
12;30;0.16104477175644444
30;12;0.16104477175644444
